id,keywords
144,"[{'id': 220, 'name': 'berlin'}, {'id': 290, 'name': 'angel'}, {'id': 291, 'name': 'circus'}, {'id': 292, 'name': 'berlin wall'}, {'id': 295, 'name': 'library'}, {'id': 1566, 'name': 'dream'}, {'id': 4978, 'name': 'immortality'}, {'id': 211431, 'name': 'mortality'}]"
175,"[{'id': 131, 'name': 'italy'}, {'id': 236, 'name': 'suicide'}, {'id': 269, 'name': 'diving'}, {'id': 270, 'name': 'ocean'}, {'id': 271, 'name': 'competition'}, {'id': 494, 'name': 'father son relationship'}, {'id': 560, 'name': 'oxygen'}, {'id': 629, 'name': 'sicily'}, {'id': 630, 'name': 'dolphin'}, {'id': 631, 'name': 'apnoe-diving'}, {'id': 3737, 'name': 'dying and death'}, {'id': 6054, 'name': 'friendship'}]"
11645,"[{'id': 441, 'name': 'assassination'}, {'id': 1419, 'name': 'gun'}, {'id': 3098, 'name': 'castle'}, {'id': 3720, 'name': 'power'}, {'id': 4152, 'name': 'kingdom'}, {'id': 5332, 'name': 'greed'}, {'id': 5515, 'name': 'heir to the throne'}, {'id': 6917, 'name': 'epic'}, {'id': 9748, 'name': 'revenge'}, {'id': 11221, 'name': 'blood'}, {'id': 11323, 'name': 'descent into madness'}, {'id': 18100, 'name': 'seppuku'}, {'id': 156479, 'name': 'inheritance fight'}, {'id': 162715, 'name': 'ruins'}, {'id': 173824, 'name': 'musket'}, {'id': 198754, 'name': 'feudal japan'}, {'id': 204055, 'name': 'black widow'}, {'id': 215015, 'name': 'hopelessness'}, {'id': 229586, 'name': ""shakespeare's king lear""}]"
10835,"[{'id': 1741, 'name': 'blindness and impaired vision'}, {'id': 2708, 'name': 'hitman'}, {'id': 6149, 'name': 'police'}, {'id': 12354, 'name': 'hong kong'}]"
1398,"[{'id': 4896, 'name': 'wish'}, {'id': 5369, 'name': 'guard'}, {'id': 6844, 'name': 'stalker'}, {'id': 9951, 'name': 'alien'}, {'id': 10128, 'name': 'strugatsky'}, {'id': 13065, 'name': 'soldier'}, {'id': 199047, 'name': 'zone'}]"
387,"[{'id': 321, 'name': 'terror'}, {'id': 339, 'name': 'submarine'}, {'id': 818, 'name': 'based on novel'}, {'id': 1913, 'name': 'atlantic ocean'}, {'id': 1915, 'name': 'gibraltar'}, {'id': 1956, 'name': 'world war ii'}, {'id': 4263, 'name': 'duty'}, {'id': 5299, 'name': 'war correspondent'}, {'id': 6791, 'name': 'torpedo'}, {'id': 15111, 'name': 'drinking'}, {'id': 41599, 'name': 'sailor'}, {'id': 155499, 'name': 'convoy'}, {'id': 156217, 'name': 'u boat'}, {'id': 180178, 'name': 'destroyer'}, {'id': 200223, 'name': 'depth charge'}, {'id': 226473, 'name': 'comrade'}, {'id': 226474, 'name': 'german submarine'}, {'id': 226475, 'name': 'naval battle'}, {'id': 226476, 'name': 'periscope'}, {'id': 228491, 'name': 'suicidal mission'}]"
490,"[{'id': 316, 'name': 'chess'}, {'id': 548, 'name': 'countryside'}, {'id': 616, 'name': 'witch'}, {'id': 1318, 'name': 'blacksmith'}, {'id': 1501, 'name': 'allegory'}, {'id': 1715, 'name': 'symbolism'}, {'id': 2679, 'name': 'artist'}, {'id': 2829, 'name': 'last judgment'}, {'id': 2867, 'name': 'pest'}, {'id': 2868, 'name': 'crusade'}, {'id': 2869, 'name': 'juggler'}, {'id': 2871, 'name': 'burning of witches'}, {'id': 2875, 'name': 'sense of life'}, {'id': 3737, 'name': 'dying and death'}, {'id': 15001, 'name': 'demon'}, {'id': 208313, 'name': 'death personified'}, {'id': 209837, 'name': 'death incarnate'}]"
9322,"[{'id': 1308, 'name': 'secret identity'}, {'id': 5422, 'name': 'special unit'}, {'id': 9840, 'name': 'romance'}, {'id': 41336, 'name': 'government assassin'}]"
422,"[{'id': 30, 'name': 'individual'}, {'id': 495, 'name': 'scapegoat'}, {'id': 596, 'name': 'adultery'}, {'id': 776, 'name': 'screenplay'}, {'id': 884, 'name': 'cinecittà'}, {'id': 886, 'name': 'film making'}, {'id': 887, 'name': 'film producer'}, {'id': 894, 'name': 'depression'}, {'id': 1252, 'name': 'suicide attempt'}, {'id': 1381, 'name': 'sun glasses'}, {'id': 2055, 'name': 'creative crisis'}, {'id': 2056, 'name': 'kurort'}, {'id': 2058, 'name': 'film setting'}, {'id': 2467, 'name': 'difficult childhood'}, {'id': 2534, 'name': 'missile'}, {'id': 3737, 'name': 'dying and death'}, {'id': 6059, 'name': 'unsociability'}, {'id': 34094, 'name': 'extramarital affair'}, {'id': 161288, 'name': 'existence'}, {'id': 184989, 'name': 'spectacle'}]"
832,"[{'id': 74, 'name': 'germany'}, {'id': 220, 'name': 'berlin'}, {'id': 1449, 'name': 'underworld'}, {'id': 1468, 'name': 'child murderer'}, {'id': 1752, 'name': 'detective inspector'}, {'id': 10291, 'name': 'organized crime'}, {'id': 15009, 'name': 'criminal'}]"
4485,"[{'id': 90, 'name': 'paris'}, {'id': 2281, 'name': 'mistake in person'}, {'id': 3490, 'name': 'pop star'}, {'id': 4461, 'name': 'postman'}]"
149,"[{'id': 83, 'name': 'saving the world'}, {'id': 464, 'name': 'total destruction'}, {'id': 467, 'name': 'megacity'}, {'id': 542, 'name': 'street gang'}, {'id': 1353, 'name': 'underground'}, {'id': 1402, 'name': 'general'}, {'id': 1485, 'name': 'stadium'}, {'id': 1706, 'name': 'experiment'}, {'id': 1815, 'name': 'atomic bomb'}, {'id': 2766, 'name': 'mutation'}, {'id': 4565, 'name': 'dystopia'}, {'id': 6092, 'name': 'army'}, {'id': 12190, 'name': 'cyberpunk'}, {'id': 14736, 'name': 'motorcycle gang'}, {'id': 210024, 'name': 'anime'}]"
11673,[]
10404,"[{'id': 271, 'name': 'competition'}, {'id': 1756, 'name': 'opression'}, {'id': 6038, 'name': 'marriage'}, {'id': 6751, 'name': 'polygamy'}, {'id': 8754, 'name': 'concubine'}, {'id': 10329, 'name': 'wealth'}, {'id': 34038, 'name': 'intrigue'}]"
8816,"[{'id': 240, 'name': 'underdog'}, {'id': 1192, 'name': 'sweden'}, {'id': 6464, 'name': 'uncle'}, {'id': 9957, 'name': 'loneliness'}]"
10341,"[{'id': 3376, 'name': 'satellite'}, {'id': 167043, 'name': 'road movie'}]"
653,"[{'id': 272, 'name': 'transylvania'}, {'id': 1370, 'name': 'shapeshifting'}, {'id': 1430, 'name': 'self sacrifice'}, {'id': 3098, 'name': 'castle'}, {'id': 3133, 'name': 'vampire'}, {'id': 4078, 'name': 'ghost ship'}, {'id': 13056, 'name': 'loss of wife'}, {'id': 154802, 'name': 'silent film'}, {'id': 156818, 'name': 'seashore'}, {'id': 157185, 'name': 'vampire bat'}, {'id': 158142, 'name': 'real estate agent'}, {'id': 158729, 'name': 'ghoul'}, {'id': 165114, 'name': 'locket'}, {'id': 171251, 'name': 'corpse in coffin'}, {'id': 179860, 'name': '\xa0nosferatu'}, {'id': 179867, 'name': 'real estate'}, {'id': 179870, 'name': 'black death'}, {'id': 179874, 'name': 'expressionism'}, {'id': 179875, 'name': 'mountain country'}, {'id': 179878, 'name': 'sleepwalking'}, {'id': 179882, 'name': 'romania'}, {'id': 238477, 'name': 'rats'}]"
145,"[{'id': 240, 'name': 'underdog'}, {'id': 388, 'name': 'scotland'}, {'id': 549, 'name': 'prostitute'}, {'id': 856, 'name': 'paraplegic'}, {'id': 941, 'name': 'tradition'}, {'id': 946, 'name': 'excommunication'}, {'id': 1002, 'name': 'authority'}, {'id': 1330, 'name': 'social coercions'}, {'id': 3679, 'name': 'society'}, {'id': 3737, 'name': 'dying and death'}, {'id': 6150, 'name': 'faith'}, {'id': 6157, 'name': 'prayer'}, {'id': 6193, 'name': 'world religion'}, {'id': 9649, 'name': 'god'}, {'id': 10093, 'name': 'priest'}, {'id': 10183, 'name': 'independent film'}, {'id': 10707, 'name': 'mother daughter relationship'}, {'id': 14765, 'name': 'church'}, {'id': 158558, 'name': 'disabled'}, {'id': 181011, 'name': 'oil platform'}]"
53234,[]
85589,[]
199512,"[{'id': 9748, 'name': 'revenge'}]"
64900,"[{'id': 9937, 'name': 'suspense'}, {'id': 14676, 'name': 'series of murders'}, {'id': 187056, 'name': 'woman director'}]"
1802,"[{'id': 254, 'name': 'france'}, {'id': 2073, 'name': 'illiteracy'}, {'id': 2755, 'name': 'country life'}, {'id': 3804, 'name': 'post'}, {'id': 4025, 'name': 'brittany'}, {'id': 4029, 'name': 'bourgeoisie'}, {'id': 4034, 'name': 'class society'}, {'id': 5248, 'name': 'female friendship'}, {'id': 5808, 'name': 'pregnant minor'}, {'id': 5916, 'name': 'gallery owner'}, {'id': 13097, 'name': 'maid'}, {'id': 18035, 'name': 'family'}]"
49935,"[{'id': 2565, 'name': 'bath tub'}]"
9404,"[{'id': 720, 'name': 'helicopter'}, {'id': 779, 'name': 'martial arts'}, {'id': 5657, 'name': 'australia'}]"
43775,[]
784,"[{'id': 457, 'name': 'responsability'}, {'id': 494, 'name': 'father son relationship'}, {'id': 1773, 'name': 'socialism'}, {'id': 1907, 'name': 'fictitious marriage'}, {'id': 2020, 'name': 'revolution'}, {'id': 2300, 'name': 'despair'}, {'id': 2452, 'name': 'crematorium'}, {'id': 2568, 'name': 'language barrier'}, {'id': 2808, 'name': 'russian'}, {'id': 3321, 'name': 'childhood memory'}, {'id': 3457, 'name': 'cellist'}, {'id': 3530, 'name': 'prague'}, {'id': 3536, 'name': 'cello'}, {'id': 3614, 'name': 'disappointment'}, {'id': 3739, 'name': 'funeral'}, {'id': 4048, 'name': 'musician'}, {'id': 4051, 'name': 'ban from profession'}, {'id': 4052, 'name': 'political instability'}, {'id': 4053, 'name': 'trabant'}, {'id': 6029, 'name': 'concert'}, {'id': 6054, 'name': 'friendship'}, {'id': 10508, 'name': 'teacher'}, {'id': 10685, 'name': 'escape'}, {'id': 12392, 'name': 'best friend'}, {'id': 33479, 'name': 'single father'}, {'id': 170652, 'name': 'father figure'}, {'id': 171054, 'name': 'understanding'}, {'id': 173644, 'name': 'communism'}, {'id': 208147, 'name': 'czech republic'}, {'id': 208349, 'name': 'child'}]"
55936,[]
60083,[]
76996,"[{'id': 10183, 'name': 'independent film'}, {'id': 187056, 'name': 'woman director'}]"
105763,"[{'id': 2020, 'name': 'revolution'}, {'id': 18293, 'name': 'chef'}, {'id': 187056, 'name': 'woman director'}, {'id': 209125, 'name': 'gourmet'}, {'id': 209126, 'name': 'caucasus'}]"
47694,[]
105045,"[{'id': 7059, 'name': 'anti-communism'}, {'id': 33501, 'name': 'political'}, {'id': 187056, 'name': 'woman director'}]"
53023,"[{'id': 10183, 'name': 'independent film'}, {'id': 187056, 'name': 'woman director'}]"
64802,"[{'id': 237, 'name': 'gay'}, {'id': 740, 'name': 'aids'}, {'id': 9766, 'name': 'hiv'}, {'id': 10181, 'name': 'based on play or musical'}, {'id': 173504, 'name': 'lgbt history'}]"
11239,"[{'id': 40897, 'name': 'dance lesson'}]"
38523,[]
17991,"[{'id': 9663, 'name': 'sequel'}, {'id': 14629, 'name': 'experimental film'}, {'id': 15219, 'name': 'rooftop'}, {'id': 208645, 'name': 'telephone conversation'}, {'id': 209992, 'name': 'japanese cyberpunk'}, {'id': 236175, 'name': 'part of trilogy'}]"
11956,"[{'id': 90, 'name': 'paris'}, {'id': 977, 'name': 'cat'}]"
266,"[{'id': 128, 'name': 'love triangle'}, {'id': 131, 'name': 'italy'}, {'id': 774, 'name': 'film business'}, {'id': 883, 'name': 'capri'}, {'id': 884, 'name': 'cinecittà'}, {'id': 885, 'name': 'villa'}, {'id': 886, 'name': 'film making'}, {'id': 887, 'name': 'film producer'}, {'id': 888, 'name': 'screenwriter'}, {'id': 931, 'name': 'jealousy'}, {'id': 9844, 'name': 'car crash'}, {'id': 15160, 'name': 'divorce'}]"
43771,"[{'id': 160963, 'name': 'elderly couple'}, {'id': 238096, 'name': 'rug'}]"
124834,[]
249358,"[{'id': 3581, 'name': 'witness'}, {'id': 6149, 'name': 'police'}, {'id': 12193, 'name': 'reporter'}, {'id': 177927, 'name': 'homeless'}]"
63437,"[{'id': 2135, 'name': 'radio'}, {'id': 10594, 'name': 'money'}, {'id': 208930, 'name': 'radio dj'}, {'id': 208931, 'name': 'hall of fame'}]"
99002,"[{'id': 187056, 'name': 'woman director'}]"
39177,"[{'id': 437, 'name': 'painter'}, {'id': 187056, 'name': 'woman director'}, {'id': 190370, 'name': 'erotic movie'}]"
42832,"[{'id': 6483, 'name': 'ice hockey'}]"
12799,"[{'id': 704, 'name': 'adolescence'}, {'id': 1862, 'name': 'coming out'}, {'id': 1950, 'name': 'vororte'}, {'id': 4023, 'name': 'lyon'}, {'id': 10766, 'name': 'youth gang'}]"
62394,[]
27103,"[{'id': 108, 'name': 'transvestism'}, {'id': 237, 'name': 'gay'}, {'id': 1690, 'name': 'belgium'}, {'id': 1862, 'name': 'coming out'}, {'id': 10235, 'name': 'family relationships'}, {'id': 10683, 'name': 'coming of age'}, {'id': 17975, 'name': 'transgender'}, {'id': 34214, 'name': 'gender'}, {'id': 34333, 'name': 'lgbt child'}]"
12538,"[{'id': 1741, 'name': 'blindness and impaired vision'}, {'id': 187056, 'name': 'woman director'}]"
11220,"[{'id': 395, 'name': 'gambling'}, {'id': 782, 'name': 'assassin'}, {'id': 1010, 'name': 'bar'}, {'id': 2708, 'name': 'hitman'}, {'id': 3307, 'name': 'surreal'}, {'id': 3851, 'name': 'dangerous'}, {'id': 4552, 'name': 'beer'}, {'id': 9673, 'name': 'love'}, {'id': 11732, 'name': 'cigarette smoking'}, {'id': 12354, 'name': 'hong kong'}, {'id': 13017, 'name': 'drifter'}, {'id': 14677, 'name': 'bullet wound'}, {'id': 14828, 'name': 'city'}, {'id': 15127, 'name': 'killer'}, {'id': 197582, 'name': 'mysterious'}, {'id': 201125, 'name': 'detached'}]"
21253,"[{'id': 441, 'name': 'assassination'}, {'id': 983, 'name': 'brazilian'}, {'id': 1704, 'name': 'ambassador'}, {'id': 6089, 'name': 'freedom'}, {'id': 8029, 'name': 'drama'}, {'id': 11121, 'name': 'plot'}, {'id': 18263, 'name': 'revolutionary'}]"
44361,"[{'id': 157499, 'name': 'mother son relationship'}]"
41577,"[{'id': 10183, 'name': 'independent film'}]"
18205,"[{'id': 255, 'name': 'male nudity'}, {'id': 534, 'name': 'mexico'}, {'id': 549, 'name': 'prostitute'}, {'id': 596, 'name': 'adultery'}, {'id': 738, 'name': 'sexuality'}, {'id': 818, 'name': 'based on novel'}, {'id': 1566, 'name': 'dream'}, {'id': 1667, 'name': 'pimp'}, {'id': 2483, 'name': 'nudity'}, {'id': 41515, 'name': 'gay parent'}, {'id': 163127, 'name': 'mexican'}, {'id': 180523, 'name': 'neighborhood'}]"
5910,"[{'id': 395, 'name': 'gambling'}, {'id': 455, 'name': 'farewell'}, {'id': 658, 'name': 'sea'}, {'id': 966, 'name': 'beach'}, {'id': 1794, 'name': 'yakuza'}, {'id': 6203, 'name': 'loss'}, {'id': 6297, 'name': 'japanese mafia'}]"
267,"[{'id': 459, 'name': 'sexual obsession'}, {'id': 549, 'name': 'prostitute'}, {'id': 596, 'name': 'adultery'}, {'id': 704, 'name': 'adolescence'}, {'id': 726, 'name': 'drug abuse'}, {'id': 739, 'name': 'sexual abuse'}, {'id': 744, 'name': 'madrid'}, {'id': 856, 'name': 'paraplegic'}, {'id': 992, 'name': 'bus'}, {'id': 3725, 'name': 'pregnancy and birth'}]"
90414,"[{'id': 187056, 'name': 'woman director'}]"
10622,"[{'id': 736, 'name': 'journalist'}, {'id': 779, 'name': 'martial arts'}, {'id': 1650, 'name': 'cook'}, {'id': 2231, 'name': 'drug dealer'}]"
30020,"[{'id': 789, 'name': 'muslim'}, {'id': 209997, 'name': 'iranian new wave'}]"
17139,"[{'id': 3683, 'name': 'law and ethics'}]"
34582,"[{'id': 2095, 'name': 'anti hero'}, {'id': 3864, 'name': 'false identity'}, {'id': 4461, 'name': 'postman'}]"
26610,"[{'id': 11004, 'name': 'rural setting'}, {'id': 191820, 'name': 'nordic noir'}]"
40961,"[{'id': 2833, 'name': 'psychoanalysis'}, {'id': 3125, 'name': 'razor'}, {'id': 10292, 'name': 'gore'}, {'id': 10323, 'name': 'psychiatric hospital'}, {'id': 10714, 'name': 'serial killer'}, {'id': 11268, 'name': 'psychologist'}, {'id': 11612, 'name': 'hospital'}, {'id': 14698, 'name': 'throat slitting'}, {'id': 15127, 'name': 'killer'}, {'id': 158203, 'name': 'straight razor'}, {'id': 190007, 'name': 'mental hospital'}]"
312,"[{'id': 220, 'name': 'berlin'}, {'id': 936, 'name': 'loss of mother'}, {'id': 1412, 'name': 'becoming an adult'}, {'id': 1635, 'name': 'deaf-mute'}, {'id': 1638, 'name': 'translation'}, {'id': 1639, 'name': 'clarinet'}, {'id': 1640, 'name': 'conservatory'}, {'id': 1642, 'name': 'bicycle accident'}, {'id': 1643, 'name': 'deafness'}, {'id': 3737, 'name': 'dying and death'}, {'id': 3768, 'name': 'rest'}, {'id': 5600, 'name': 'daughter'}, {'id': 6029, 'name': 'concert'}, {'id': 10791, 'name': 'teenage crush'}, {'id': 18035, 'name': 'family'}, {'id': 158558, 'name': 'disabled'}, {'id': 187056, 'name': 'woman director'}, {'id': 188953, 'name': 'sign language'}, {'id': 208349, 'name': 'child'}]"
21334,"[{'id': 1155, 'name': 'brother sister relationship'}, {'id': 6069, 'name': 'class'}, {'id': 161837, 'name': 'foot race'}]"
108548,[]
19,"[{'id': 312, 'name': 'man vs machine'}, {'id': 1001, 'name': 'underground world'}, {'id': 1436, 'name': 'inventor'}, {'id': 1761, 'name': 'metropolis'}, {'id': 2346, 'name': 'worker'}, {'id': 2964, 'name': 'future'}, {'id': 3223, 'name': 'machine town'}, {'id': 3640, 'name': 'work'}, {'id': 4034, 'name': 'class society'}, {'id': 4565, 'name': 'dystopia'}, {'id': 5966, 'name': 'tower of babel'}, {'id': 6662, 'name': 'delirium'}, {'id': 10012, 'name': 'chase scene'}, {'id': 10125, 'name': 'mad scientist'}, {'id': 11222, 'name': 'prophet'}, {'id': 14544, 'name': 'robot'}, {'id': 14796, 'name': 'destruction'}, {'id': 154802, 'name': 'silent film'}, {'id': 201028, 'name': 'depravity'}, {'id': 206472, 'name': 'masterpiece'}, {'id': 234109, 'name': 'downtrodden'}, {'id': 234110, 'name': 'saviour'}]"
346,"[{'id': 233, 'name': 'japan'}, {'id': 1462, 'name': 'samurai'}, {'id': 4402, 'name': 'peasant'}, {'id': 4631, 'name': 'looting'}, {'id': 5329, 'name': 'rice'}, {'id': 5330, 'name': 'fencing'}, {'id': 5331, 'name': 'village'}, {'id': 11426, 'name': 'moral ambiguity'}, {'id': 14643, 'name': 'battle'}, {'id': 33558, 'name': 'practice'}, {'id': 208244, 'name': '16th century'}]"
44322,[]
98505,"[{'id': 2548, 'name': 'kleptomania'}, {'id': 3363, 'name': 'hypnosis'}, {'id': 178210, 'name': 'marital problem'}, {'id': 215579, 'name': 'hypnotherapy'}]"
5961,"[{'id': 1155, 'name': 'brother sister relationship'}, {'id': 1192, 'name': 'sweden'}, {'id': 1452, 'name': 'loss of child'}, {'id': 1872, 'name': 'loss of father'}, {'id': 2637, 'name': 'bishop'}, {'id': 3737, 'name': 'dying and death'}, {'id': 3739, 'name': 'funeral'}, {'id': 5561, 'name': 'child prodigy'}]"
11911,"[{'id': 2652, 'name': 'nazis'}, {'id': 3658, 'name': 'career'}, {'id': 5810, 'name': 'pact with the devil'}, {'id': 15001, 'name': 'demon'}, {'id': 184989, 'name': 'spectacle'}]"
12761,"[{'id': 697, 'name': 'loss of son'}, {'id': 6038, 'name': 'marriage'}, {'id': 14743, 'name': 'pianist'}, {'id': 41402, 'name': 'invalid'}]"
125124,[]
46748,[]
64398,[]
37550,"[{'id': 1631, 'name': 'concentration camp'}, {'id': 1721, 'name': 'fight'}, {'id': 5923, 'name': 'sister'}, {'id': 6091, 'name': 'war'}, {'id': 6092, 'name': 'army'}, {'id': 9727, 'name': 'thief'}, {'id': 9812, 'name': 'honor'}, {'id': 10183, 'name': 'independent film'}, {'id': 11122, 'name': 'german officer'}, {'id': 187056, 'name': 'woman director'}]"
37916,"[{'id': 187056, 'name': 'woman director'}]"
77314,[]
72987,"[{'id': 10818, 'name': 'author'}, {'id': 209051, 'name': 'adopted son'}]"
1039,"[{'id': 570, 'name': 'rape'}, {'id': 1201, 'name': 'austria'}, {'id': 1756, 'name': 'opression'}, {'id': 1842, 'name': 'village life'}, {'id': 2690, 'name': 'heart disease'}, {'id': 2801, 'name': 'self-defense'}, {'id': 2802, 'name': 'mountain village'}, {'id': 2850, 'name': 'testament'}, {'id': 3009, 'name': 'farm worker'}, {'id': 3188, 'name': 'heart-throb'}, {'id': 4402, 'name': 'peasant'}, {'id': 4932, 'name': 'farm'}, {'id': 5331, 'name': 'village'}]"
637,"[{'id': 131, 'name': 'italy'}, {'id': 483, 'name': 'riddle'}, {'id': 817, 'name': 'bookshop'}, {'id': 1430, 'name': 'self sacrifice'}, {'id': 1583, 'name': 'mass murder'}, {'id': 1631, 'name': 'concentration camp'}, {'id': 1642, 'name': 'bicycle accident'}, {'id': 1755, 'name': 'fascism'}, {'id': 1872, 'name': 'loss of father'}, {'id': 1956, 'name': 'world war ii'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 2428, 'name': 'deportation'}, {'id': 2433, 'name': 'jew persecution'}, {'id': 2486, 'name': 'fantasy'}, {'id': 2652, 'name': 'nazis'}, {'id': 3061, 'name': 'national socialism'}, {'id': 3196, 'name': 'charade'}, {'id': 3197, 'name': 'riding a bicycle'}, {'id': 3198, 'name': 'price'}, {'id': 3206, 'name': 'story teller'}, {'id': 3207, 'name': 'concentration camp prisoner'}, {'id': 3737, 'name': 'dying and death'}, {'id': 33778, 'name': 'peekaboo'}]"
19426,"[{'id': 895, 'name': 'optimism'}, {'id': 6095, 'name': 'house'}, {'id': 13059, 'name': 'prostitution'}, {'id': 34264, 'name': 'madonna'}, {'id': 34265, 'name': 'heartbreak'}, {'id': 34268, 'name': 'rescue from drowning'}, {'id': 34269, 'name': 'ostia italy'}, {'id': 35554, 'name': 'movie starshrine'}, {'id': 41557, 'name': 'shrine'}, {'id': 163865, 'name': 'railway station'}, {'id': 181958, 'name': 'starving'}, {'id': 207697, 'name': 'accountant'}]"
666,"[{'id': 983, 'name': 'brazilian'}, {'id': 1161, 'name': 'brazil'}, {'id': 1809, 'name': 'rio de janeiro'}, {'id': 3344, 'name': 'letter'}, {'id': 3593, 'name': 'wilderness'}, {'id': 10508, 'name': 'teacher'}, {'id': 33457, 'name': 'alcoholic'}, {'id': 34139, 'name': 'railroad'}, {'id': 158639, 'name': 'missing father'}, {'id': 158642, 'name': 'long lost relative'}, {'id': 158651, 'name': 'realism'}]"
309,"[{'id': 236, 'name': 'suicide'}, {'id': 494, 'name': 'father son relationship'}, {'id': 516, 'name': 'child abuse'}, {'id': 739, 'name': 'sexual abuse'}, {'id': 894, 'name': 'depression'}, {'id': 970, 'name': 'parent child relationship'}, {'id': 1328, 'name': 'secret'}, {'id': 1421, 'name': 'birthday'}, {'id': 1608, 'name': 'twin sister'}, {'id': 1611, 'name': 'hotelier'}, {'id': 1655, 'name': 'country house'}, {'id': 5600, 'name': 'daughter'}, {'id': 12996, 'name': 'dogme 95'}, {'id': 18187, 'name': 'family reunion'}, {'id': 156181, 'name': 'lecture'}, {'id': 208349, 'name': 'child'}]"
1678,"[{'id': 233, 'name': 'japan'}, {'id': 907, 'name': 'japanese'}, {'id': 2041, 'name': 'island'}, {'id': 2580, 'name': 'shipwreck'}, {'id': 3799, 'name': 'ship'}, {'id': 5703, 'name': 'lizard'}, {'id': 5704, 'name': 'giant lizard'}, {'id': 7671, 'name': 'godzilla'}, {'id': 161791, 'name': 'kaiju'}, {'id': 223059, 'name': 'animal horror'}]"
39256,"[{'id': 233, 'name': 'japan'}, {'id': 339, 'name': 'submarine'}, {'id': 720, 'name': 'helicopter'}, {'id': 1299, 'name': 'monster'}, {'id': 7671, 'name': 'godzilla'}, {'id': 9714, 'name': 'remake'}, {'id': 11100, 'name': 'giant monster'}, {'id': 12667, 'name': 'tokusatsu'}, {'id': 13008, 'name': 'train'}, {'id': 14760, 'name': 'scientist'}, {'id': 158126, 'name': 'creature feature'}, {'id': 159099, 'name': 'gojira'}, {'id': 161791, 'name': 'kaiju'}, {'id': 210614, 'name': 'monster movie'}]"
1680,"[{'id': 233, 'name': 'japan'}, {'id': 720, 'name': 'helicopter'}, {'id': 907, 'name': 'japanese'}, {'id': 1852, 'name': 'mutant'}, {'id': 2041, 'name': 'island'}, {'id': 2771, 'name': 'octopus'}, {'id': 5704, 'name': 'giant lizard'}, {'id': 7671, 'name': 'godzilla'}, {'id': 9663, 'name': 'sequel'}, {'id': 10787, 'name': 'jungle'}, {'id': 11100, 'name': 'giant monster'}, {'id': 11873, 'name': 'king kong'}, {'id': 12369, 'name': 'tokyo japan'}, {'id': 12667, 'name': 'tokusatsu'}, {'id': 159099, 'name': 'gojira'}, {'id': 161791, 'name': 'kaiju'}, {'id': 196425, 'name': 'giant ape'}, {'id': 201956, 'name': 'giant octopus'}, {'id': 204975, 'name': 'lost world'}]"
27104,"[{'id': 128, 'name': 'love triangle'}, {'id': 237, 'name': 'gay'}, {'id': 1862, 'name': 'coming out'}, {'id': 4652, 'name': 'bath house'}, {'id': 5733, 'name': 'turkey'}, {'id': 10183, 'name': 'independent film'}, {'id': 10198, 'name': 'gay relationship'}, {'id': 14720, 'name': 'love affair'}]"
24951,"[{'id': 65, 'name': 'holiday'}, {'id': 3875, 'name': 'barn'}, {'id': 4932, 'name': 'farm'}, {'id': 10385, 'name': 'reindeer'}, {'id': 207317, 'name': 'christmas'}]"
9422,"[{'id': 3836, 'name': 'success'}, {'id': 5212, 'name': 'advancement'}, {'id': 6145, 'name': 'right and justice'}, {'id': 8097, 'name': 'leukemia'}, {'id': 10909, 'name': 'lawyer'}, {'id': 49960, 'name': 'business start-up'}]"
6187,"[{'id': 254, 'name': 'france'}, {'id': 2065, 'name': 'province'}, {'id': 2336, 'name': 'ladykiller'}, {'id': 3182, 'name': 'seduction'}, {'id': 3183, 'name': 'bisexuality'}, {'id': 3190, 'name': 'menage a trois'}, {'id': 7625, 'name': 'young man seduces old man'}, {'id': 187056, 'name': 'woman director'}]"
10722,"[{'id': 376, 'name': 'neo-nazi'}, {'id': 530, 'name': 'prophecy'}, {'id': 744, 'name': 'madrid'}, {'id': 903, 'name': 'telecaster'}, {'id': 2389, 'name': 'virgin'}, {'id': 4252, 'name': 'black magic'}, {'id': 5540, 'name': 'heavy metal'}, {'id': 6410, 'name': 'hallucinogen'}, {'id': 8685, 'name': 'anti-christ'}, {'id': 9826, 'name': 'murder'}, {'id': 9887, 'name': 'surrealism'}, {'id': 11019, 'name': 'inferno'}, {'id': 12332, 'name': 'apocalypse'}, {'id': 14999, 'name': 'devil'}, {'id': 41380, 'name': 'crucifix'}, {'id': 172391, 'name': 'catholic priest'}, {'id': 207317, 'name': 'christmas'}, {'id': 236998, 'name': 'black comedy'}]"
9524,"[{'id': 220, 'name': 'berlin'}, {'id': 2606, 'name': 'jew'}, {'id': 2652, 'name': 'nazis'}, {'id': 4344, 'name': 'musical'}, {'id': 5565, 'name': 'biography'}, {'id': 10144, 'name': 'anti semitism'}]"
16306,"[{'id': 2831, 'name': 'slavery'}, {'id': 4565, 'name': 'dystopia'}, {'id': 9882, 'name': 'space'}, {'id': 9951, 'name': 'alien'}, {'id': 10336, 'name': 'animation'}, {'id': 161919, 'name': 'adult animation'}, {'id': 206464, 'name': 'strange science'}, {'id': 207569, 'name': 'human subjugation'}]"
43978,"[{'id': 33673, 'name': 'apple'}, {'id': 187056, 'name': 'woman director'}]"
